iptelnet;porta;label;rede_origem;status_telnet;status_ping;
10.192.95.45;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.46;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.47;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.48;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.49;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.50;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.51;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.52;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.53;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.54;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.55;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.56;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.57;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.58;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.59;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.60;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.61;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.62;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.63;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.64;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.65;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.66;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.67;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.68;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.69;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.70;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.71;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.72;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.73;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.74;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.75;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.76;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.77;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.78;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.79;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.80;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.81;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.82;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.83;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.84;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.85;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.86;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.87;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.88;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.89;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.90;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.91;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.92;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.93;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.94;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.95;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.96;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.97;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.98;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.99;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.100;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.101;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.102;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.103;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.104;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.105;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.106;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.107;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.108;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.109;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.110;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.111;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.112;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.113;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.114;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.115;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.116;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.117;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.118;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.119;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.120;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.121;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.122;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.123;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.124;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.125;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.126;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.127;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.128;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.129;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.130;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.131;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.132;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.133;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.134;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.135;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.136;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.137;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.138;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.139;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.140;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.141;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.142;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.143;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.144;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.145;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.146;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.147;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.148;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.149;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.150;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.151;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.152;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.153;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.154;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.155;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.156;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.157;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.158;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.159;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.160;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.161;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.162;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.163;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.164;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.165;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.166;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.167;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.168;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.169;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.170;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.171;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.172;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.173;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.174;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.175;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.176;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.177;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.178;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.179;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.180;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.181;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.182;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.183;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.184;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.185;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.186;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.187;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.188;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.189;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.190;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.191;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.192;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.193;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.194;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.195;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.196;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.197;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.198;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.199;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.200;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.201;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.202;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.203;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.204;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.205;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.206;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.207;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.208;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.209;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.210;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.211;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.212;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.213;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.214;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.215;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.216;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.217;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.218;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.219;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.220;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.221;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.222;22;Tuffin 37308;10.192.95.0/24;ok;ok;
10.192.95.223;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.224;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.225;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.226;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.227;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.228;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.229;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.230;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.231;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.232;22;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.233;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.234;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.235;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.236;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.237;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.238;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.239;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.240;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.241;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.242;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.243;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.244;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.245;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.246;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.247;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.248;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.249;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.250;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.251;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.252;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.253;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.254;22;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.1;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.2;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.3;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.4;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.5;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.6;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.7;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.8;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.9;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.10;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.11;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.12;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.13;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.14;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.15;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.16;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.17;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.18;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.19;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.20;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.21;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.22;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.23;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.24;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.25;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.26;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.27;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.28;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.29;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.30;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.31;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.32;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.33;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.34;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.35;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.36;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.37;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.38;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.39;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.40;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.41;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.42;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.43;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.44;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.45;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.46;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.47;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.48;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.49;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.50;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.51;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.52;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.53;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.54;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.55;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.56;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.57;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.58;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.59;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.60;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.61;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.62;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.63;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.64;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.65;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.66;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.67;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.68;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.69;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.70;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.71;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.72;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.73;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.74;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.75;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.76;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.77;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.78;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.79;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.80;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.81;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.82;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.83;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.84;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.85;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.86;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.87;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.88;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.89;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.90;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.91;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.92;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.93;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.94;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.95;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.96;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.97;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.98;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.99;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.100;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.101;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.102;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.103;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.104;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.105;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.106;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.107;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.108;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.109;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.110;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.111;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.112;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.113;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.114;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.115;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.116;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.117;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.118;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.119;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.120;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.121;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.122;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.123;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.124;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.125;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.126;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.127;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.128;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.129;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.130;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.131;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.132;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.133;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.134;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.135;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.136;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.137;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.138;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.139;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.140;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.141;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.142;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.143;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.144;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.145;3389;Tuffin 37308;10.192.95.0/24;naook;ok;
10.192.95.146;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.147;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.148;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.149;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.150;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.151;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.152;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.153;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.154;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.155;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.156;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.157;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.158;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.159;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.160;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.161;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.162;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.163;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.164;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.165;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.166;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.167;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.168;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.169;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.170;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.171;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.172;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
10.192.95.173;3389;Tuffin 37308;10.192.95.0/24;naook;falha;
